unique_id,product_name,pdp_url
96099285,"Rdečilo za lica Facefinity, 10 Nude Mauve, 1,5 g",https://www.dm.si/p/d/2138940/max-factor-rdecilo-za-lica-facefinity-10-nude-mauve
4067796276251,"Lak za nohte Bronz Kissed Nails 010, 8 ml",https://www.dm.si/p/d/3112615/trend-t-up-lak-za-nohte-bronz-kissed-nails-010
4067796267273,"Rdečilo za lica Glimmer Jelly 020, 8 g",https://www.dm.si/p/d/3112734/trend-t-up-rdecilo-za-lica-glimmer-jelly-020
4067796175981,"Podlaga Smooth Glow Filter Fluid, 005 Warm Ivory, ZF 30, 30 ml",https://www.dm.si/p/d/2476890/trend-t-up-podlaga-smooth-glow-filter-fluid-005-warm-ivory-zf-30
4067796265347,"Kompaktni puder Soft&Set Matte št. 40, 9 g",https://www.dm.si/p/d/3112627/trend-t-up-kompaktni-puder-soft-set-matte-st-40
4067796265873,"Tekoča podlaga in korektor 2v1 The Foundcealer - 040, 30 ml",https://www.dm.si/p/d/3112600/trend-t-up-tekoca-podlaga-in-korektor-2v1-the-foundcealer-040
4067796183795,"Rdečilo za lica Dewy Cream 060, 2 g",https://www.dm.si/p/d/3070006/trend-t-up-rdecilo-za-lica-dewy-cream-060
4067796007855,"Korektor 18h High Coverage Concealer 015, 4,5 ml",https://www.dm.si/p/d/2476879/trend-t-up-korektor-18h-high-coverage-concealer-015
73215233,"Depend mini lak za nohte 850, 5 ml",https://www.dm.si/p/d/3144902/depend-depend-mini-lak-za-nohte-850
4067796265965,"Lak za nohte Blush kissed Effect & Care 010, 8 ml",https://www.dm.si/p/d/3112605/trend-t-up-lak-za-nohte-blush-kissed-effect-care-010
4067796276138,"Umetni nohti ON THE GO Cat Eye Look, 12 kos",https://www.dm.si/p/d/3112759/trend-t-up-umetni-nohti-on-the-go-cat-eye-look
4067796003284,"Rdečilo za lica Dewy Cream 020, 1 kos",https://www.dm.si/p/d/2476779/trend-t-up-rdecilo-za-lica-dewy-cream-020
4067796007886,"Korektor 18h High Coverage Concealer 025, 1 kos",https://www.dm.si/p/d/2476880/trend-t-up-korektor-18h-high-coverage-concealer-025
5903416080183,"Lak za nohte Gel Laque 321, 8 ml",https://www.dm.si/p/d/3082245/eveline-cosmetics-lak-za-nohte-gel-laque-321
4067796176070,"Podlaga Smooth Glow Filter Fluid, 030 Warm Almond, ZF 30, 30 ml",https://www.dm.si/p/d/2476893/trend-t-up-podlaga-smooth-glow-filter-fluid-030-warm-almond-zf-30
5903416080138,"Lak za nohte Gel Laque 316, 8 ml",https://www.dm.si/p/d/3082250/eveline-cosmetics-lak-za-nohte-gel-laque-316
5903416080152,"Lak za nohte Gel Laque 318, 8 ml",https://www.dm.si/p/d/3082263/eveline-cosmetics-lak-za-nohte-gel-laque-318
4067796028904,"Korektor 18h z visoko prekrivnostjo 030 Walnut, 4,5 ml",https://www.dm.si/p/d/1694857/trend-t-up-korektor-18h-z-visoko-prekrivnostjo-030-walnut
30121188,"Nadlak za nohte Super Gel, 12 ml",https://www.dm.si/p/d/2139752/rimmel-london-nadlak-za-nohte-super-gel
4067796195477,"Tekoče rdečilo za lica Matte Cream 230, 12 ml",https://www.dm.si/p/d/3069964/trend-t-up-tekoce-rdecilo-za-lica-matte-cream-230
5903416087250,"Sijoča tekoča podlaga Celebrity Skin 4v1, 01N Universal Light, 30 ml",https://www.dm.si/p/d/3111283/eveline-cosmetics-sijoca-tekoca-podlaga-celebrity-skin-4v1-01n-universal-light
3600531716240,"Tekoča podlaga Lifter Plump & Glow 112, 30 ml",https://www.dm.si/p/d/3113563/maybelline-new-york-tekoca-podlaga-lifter-plump-glow-112
3600531716295,"Tekoča podlaga Lifter Plump & Glow 119, 30 ml",https://www.dm.si/p/d/3116994/maybelline-new-york-tekoca-podlaga-lifter-plump-glow-119
3616304825101,"Lasting Finish tekoči puder, 200 Soft Beige, 30 ml",https://www.dm.si/p/d/2169120/rimmel-london-lasting-finish-tekoci-puder-200-soft-beige
